date,sigma,correl,corr.th,corr.ex,port.var,index.omega,index.alpha,index.beta,index.sigma,index.residual,index.return,index.var,X1.omega,X1.alpha,X1.beta,X1.sigma,X1.residual,X1.return,X1.var,X2.omega,X2.alpha,X2.beta,X2.sigma,X2.residual,X2.return,X2.var,X3.omega,X3.alpha,X3.beta,X3.sigma
251,1%,30%,NA,NA,NA,0.0000054,0.0085492,0.8224240,0.0056209,-0.3932166,-0.0022102,NA,0.0000129,0.0000000,0.8795026,0.0103645,0.0174529,0.0001809,NA,0.0000258,0.0000000,0.7902252,0.0110817,0.6215280,0.0068876,NA,0.0000128,0.0000000,0.8596561,0.0095457
252,1%,30%,NA,NA,NA,0.0000055,0.0097827,0.8176736,0.0055866,0.2605111,0.0014554,NA,0.0000139,0.0000000,0.8703298,0.0103543,0.5444045,0.0056369,NA,0.0000004,0.0000000,0.9970150,0.0112528,-0.7534930,-0.0084789,NA,0.0000138,0.0000000,0.8487184,0.0095355
253,1%,30%,NA,NA,NA,0.0000054,0.0113604,0.8175939,0.0055464,0.2536310,0.0014067,NA,0.0000152,0.0000000,0.8582748,0.0103495,0.7163700,0.0074141,NA,0.0000267,0.0000000,0.7818008,0.0110664,-0.5536012,-0.0061263,NA,0.0000141,0.0000000,0.8471196,0.0096119
254,1%,30%,NA,NA,NA,0.0000053,0.0136177,0.8161095,0.0055013,-0.2510387,-0.0013810,NA,0.0000164,0.0000000,0.8464501,0.0103330,0.1233724,0.0012748,NA,0.0000276,0.0000000,0.7737208,0.0110521,0.4421266,0.0048864,NA,0.0000164,0.0000000,0.8223035,0.0095994
255,1%,30%,NA,NA,NA,0.0000054,0.0157776,0.8103238,0.0054581,0.4852498,0.0026486,NA,0.0000176,0.0000000,0.8348444,0.0103286,0.7763427,0.0080185,NA,0.0000209,0.0000000,0.8288095,0.0110444,0.8988052,0.0099268,NA,0.0000228,0.0000000,0.7519999,0.0095881
256,1%,30%,NA,NA,NA,0.0000055,0.0130349,0.8128324,0.0055051,1.8769264,0.0103328,NA,0.0000179,0.0000000,0.8325926,0.0103376,1.1707328,0.0121026,NA,0.0000224,0.0000000,0.8159321,0.0110209,-0.3890792,-0.0042880,NA,0.0000232,0.0000000,0.7513619,0.0096593
257,1%,30%,NA,NA,NA,0.0000058,0.0121547,0.8057289,0.0056394,1.5462802,0.0087201,NA,0.0000199,0.0000000,0.8133696,0.0103269,0.4299951,0.0044405,NA,0.0000235,0.0000000,0.8055908,0.0109980,0.6593004,0.0072510,NA,0.0000218,0.0000000,0.7689521,0.0097232
258,1%,30%,NA,NA,NA,0.0000057,0.0102531,0.8118855,0.0056780,0.5828291,0.0033093,NA,0.0000220,0.0000000,0.7933822,0.0103253,-0.8068850,-0.0083314,NA,0.0000292,0.0000000,0.7574773,0.0109797,0.5485119,0.0060225,NA,0.0000233,0.0000000,0.7523848,0.0097037
259,1%,30%,NA,NA,NA,0.0000056,0.0094127,0.8144163,0.0056518,0.8059669,0.0045552,NA,0.0000244,0.0000000,0.7723315,0.0103571,1.4936341,0.0154697,NA,0.0000322,0.0000000,0.7318989,0.0109573,0.4774257,0.0052313,NA,0.0000333,0.0000000,0.6449990,0.0096856
260,1%,30%,NA,NA,NA,0.0000055,0.0088433,0.8172646,0.0056397,-0.7789226,-0.0043929,NA,0.0000253,0.0000000,0.7669831,0.0104248,-2.0174929,-0.0210320,NA,0.0000474,0.0000000,0.6024814,0.0109210,0.4226965,0.0046163,NA,0.0000445,0.0000000,0.5227940,0.0096595
261,1%,30%,NA,NA,NA,0.0000054,0.0092658,0.8200486,0.0056197,0.0797709,0.0004483,NA,0.0000301,0.0000000,0.7226851,0.0104140,-0.0672493,-0.0007003,NA,0.0000024,0.0000000,0.9802560,0.0110755,-1.3851652,-0.0153413,NA,0.0000173,0.0000000,0.8138951,0.0096486
262,1%,30%,NA,NA,NA,0.0000055,0.0082848,0.8182983,0.0056139,1.4791167,0.0083037,NA,0.0000358,0.0000000,0.6711070,0.0104403,1.3405982,0.0139962,NA,0.0000028,0.0000000,0.9773449,0.0110470,-0.0395723,-0.0004372,NA,0.0000193,0.0000000,0.7962703,0.0097257
263,1%,30%,NA,NA,NA,0.0000054,0.0081192,0.8221073,0.0056364,-0.1488054,-0.0008387,NA,0.0000000,0.0000000,0.9992612,0.0095021,0.3473627,0.0033007,NA,0.0000031,0.0000000,0.9745553,0.0110222,-0.2554800,-0.0028160,NA,0.0000223,0.0000000,0.7644227,0.0097197
264,1%,30%,NA,NA,NA,0.0000054,0.0082507,0.8208591,0.0056134,-0.9590569,-0.0053835,NA,0.0000000,0.0000000,0.9992897,0.0095649,-1.5796958,-0.0151097,NA,0.0000034,0.0000000,0.9718999,0.0110008,-0.3785117,-0.0041639,NA,0.0000259,0.0000000,0.7258323,0.0097117
265,1%,30%,NA,NA,NA,0.0000052,0.0090333,0.8259453,0.0056056,0.6028270,0.0033792,NA,0.0000000,0.0000000,0.9992750,0.0095705,1.2161280,0.0116390,NA,0.0000035,0.0000000,0.9707831,0.0110022,0.9988445,0.0109895,NA,0.0000303,0.0000000,0.6795536,0.0097183
266,1%,30%,NA,NA,NA,0.0000052,0.0098652,0.8254376,0.0055774,-0.0868129,-0.0004842,NA,0.0000000,0.0000000,0.9992547,0.0095467,0.8809832,0.0084105,NA,0.0000038,0.0000000,0.9688904,0.0109978,-0.8357816,-0.0091918,NA,0.0000365,0.0000000,0.6173088,0.0097659
267,1%,30%,NA,NA,NA,0.0000052,0.0051077,0.8334240,0.0056287,-2.2221988,-0.0125080,NA,0.0000000,0.0000000,0.9992204,0.0094926,-0.3678522,-0.0034919,NA,0.0000000,0.0000000,0.9999186,0.0107886,-0.2080045,-0.0022441,NA,0.0000034,0.0000000,0.9642505,0.0097182
268,1%,30%,NA,NA,NA,0.0000050,0.0057369,0.8375875,0.0056848,-0.7834963,-0.0044540,NA,0.0000000,0.0000000,0.9992414,0.0094696,-0.5941803,-0.0056266,NA,0.0000557,0.0000000,0.5326997,0.0109224,-1.3080192,-0.0142868,NA,0.0000035,0.0000000,0.9632191,0.0096910
269,1%,30%,NA,NA,NA,0.0000059,0.0089034,0.8059933,0.0056786,0.5906131,0.0033539,NA,0.0000000,0.0000000,0.9992990,0.0095769,1.8262366,0.0174897,NA,0.0000046,0.0000000,0.9621665,0.0109744,0.1960844,0.0021519,NA,0.0000036,0.0000000,0.9616953,0.0096628
270,1%,30%,NA,NA,NA,0.0000058,0.0093640,0.8107076,0.0056770,1.6185464,0.0091884,NA,0.0000000,0.0000000,0.9992601,0.0095386,0.7684487,0.0073299,NA,0.0000048,0.0000000,0.9605877,0.0109874,1.1867169,0.0130389,NA,0.0000038,0.0000000,0.9593558,0.0096332
271,1%,30%,NA,NA,NA,0.0000055,0.0088206,0.8192783,0.0057082,0.6980746,0.0039847,NA,0.0000000,0.0000000,0.9993731,0.0095450,-0.3465535,-0.0033078,NA,0.0000053,0.0000000,0.9560843,0.0109660,0.0686690,0.0007530,NA,0.0000043,0.0000000,0.9541432,0.0096370
272,1%,30%,NA,NA,NA,0.0000054,0.0080466,0.8223921,0.0056719,0.3375801,0.0019147,NA,0.0000000,0.0000000,0.9993256,0.0094901,0.4810599,0.0045653,NA,0.0000057,0.0000000,0.9521581,0.0109573,0.7193989,0.0078827,NA,0.0000048,0.0000000,0.9482045,0.0096124
273,1%,30%,NA,NA,NA,0.0000053,0.0080594,0.8240207,0.0056443,0.9935536,0.0056079,NA,0.0000000,0.0000000,0.9993519,0.0094733,0.6578025,0.0062315,NA,0.0000000,0.0000000,0.9998535,0.0106601,-0.2823379,-0.0030098,NA,0.0000059,0.0000000,0.9369432,0.0096337
274,1%,30%,NA,NA,NA,0.0000058,0.0080375,0.8098033,0.0056353,0.6356820,0.0035823,NA,0.0000000,0.0000000,0.9993417,0.0094270,-0.2183248,-0.0020581,NA,0.0000070,0.0000000,0.9413814,0.0109482,-1.0883084,-0.0119150,NA,0.0000237,0.0000000,0.7440640,0.0096259
275,1%,30%,NA,NA,NA,0.0000055,0.0077227,0.8203894,0.0056344,-1.4991916,-0.0084471,NA,0.0000207,0.0000000,0.8015547,0.0102235,-1.0064050,-0.0102890,NA,0.0000080,0.0000000,0.9332366,0.0109530,-0.9950833,-0.0108991,NA,0.0000289,0.0000000,0.6879161,0.0096152
276,1%,30%,NA,NA,NA,0.0000054,0.0096567,0.8224741,0.0056944,-1.8714426,-0.0106567,NA,0.0000000,0.0000000,0.9993950,0.0095245,-1.7556124,-0.0167213,NA,0.0000089,0.0000000,0.9259567,0.0109836,-1.4490930,-0.0159163,NA,0.0000354,0.0000000,0.6181038,0.0096283
277,1%,30%,NA,NA,NA,0.0000049,0.0087912,0.8368082,0.0057339,-0.0138760,-0.0000796,NA,0.0000000,0.0000000,0.9993396,0.0094586,-0.1261827,-0.0011935,NA,0.0000107,0.0000000,0.9111311,0.0109664,-0.2346876,-0.0025737,NA,0.0000068,0.0000000,0.9258049,0.0095672
278,1%,30%,NA,NA,NA,0.0000052,0.0081083,0.8310299,0.0056966,1.3306484,0.0075801,NA,0.0000000,0.0000000,0.9993604,0.0094830,1.2550705,0.0119019,NA,0.0000111,0.0000000,0.9090839,0.0110498,2.0981803,0.0231846,NA,0.0000079,0.0000000,0.9159213,0.0096686
279,1%,30%,NA,NA,NA,0.0000055,0.0052578,0.8218150,0.0056753,-0.1441857,-0.0008183,NA,0.0000000,0.0000000,0.9994242,0.0095328,1.3280088,0.0126597,NA,0.0000150,0.0000000,0.8765986,0.0110335,-0.0563613,-0.0006219,NA,0.0000082,0.0000000,0.9123873,0.0096527
280,1%,30%,NA,NA,NA,0.0000051,0.0054216,0.8327084,0.0056394,-0.2767696,-0.0015608,NA,0.0000000,0.0000000,0.9993928,0.0094766,0.0419979,0.0003980,NA,0.0000213,0.0000000,0.8246166,0.0110190,0.2143356,0.0023618,NA,0.0000087,0.0000000,0.9067616,0.0096356
281,1%,30%,NA,NA,NA,0.0000050,0.0060963,0.8334886,0.0056047,0.0484566,0.0002716,NA,0.0000260,0.0000000,0.7514372,0.0102331,-1.3636253,-0.0139541,NA,0.0000276,0.0000000,0.7719250,0.0110091,-0.4887253,-0.0053804,NA,0.0000094,0.0000000,0.8981194,0.0096077
282,1%,30%,NA,NA,NA,0.0000052,0.0105381,0.8229340,0.0055554,-0.1606701,-0.0008926,NA,0.0000000,0.0000000,0.9993833,0.0094698,-0.2330632,-0.0022071,NA,0.0000268,0.0000000,0.7783840,0.0109940,0.4005871,0.0044041,NA,0.0000113,0.0000000,0.8792987,0.0096636
283,1%,30%,NA,NA,NA,0.0000052,0.0098382,0.8234733,0.0055206,0.8313664,0.0045896,NA,0.0000000,0.0000000,0.9994529,0.0096051,1.9734611,0.0189553,NA,0.0000385,0.0000000,0.6800273,0.0109750,0.1921987,0.0021094,NA,0.0000139,0.0000000,0.8499451,0.0096259
284,1%,30%,NA,NA,NA,0.0000030,0.0000000,0.9032257,0.0055508,1.0033374,0.0055694,NA,0.0000031,0.0000000,0.9688904,0.0100471,-1.2045890,-0.0121026,NA,0.0000494,0.0000000,0.5899679,0.0109772,0.8139315,0.0089347,NA,0.0000266,0.0000000,0.7107006,0.0095850
285,1%,30%,NA,NA,NA,0.0000033,0.0000000,0.8937031,0.0055453,-0.9724682,-0.0053926,NA,0.0000000,0.0000000,0.9994311,0.0095703,-0.0691306,-0.0006616,NA,0.0000000,0.0000000,0.9996505,0.0105101,-0.9252540,-0.0097245,NA,0.0000399,0.0000000,0.5665245,0.0095899
286,1%,30%,NA,NA,NA,0.0000036,0.0000000,0.8824973,0.0055305,0.4098202,0.0022665,NA,0.0000000,0.0000000,0.9994193,0.0095262,-0.3318827,-0.0031616,NA,0.0000000,0.0000000,0.9996925,0.0106341,1.8735611,0.0199236,NA,0.0000000,0.0000000,1.0000000,0.0100449
287,1%,30%,NA,NA,NA,0.0000040,0.0000000,0.8696783,0.0055219,0.8217916,0.0045378,NA,0.0000000,0.0000000,0.9994280,0.0095063,0.7263023,0.0069045,NA,0.0000000,0.0000000,0.9996433,0.0105659,-0.1001872,-0.0010586,NA,0.0000000,0.0000000,1.0000000,0.0100144
288,1%,30%,NA,NA,NA,0.0000047,0.0000000,0.8466972,0.0055278,-1.4460323,-0.0079934,NA,0.0000000,0.0000000,0.9994815,0.0095961,-1.7009156,-0.0163221,NA,0.0000000,0.0000000,0.9995964,0.0105048,-0.3966869,-0.0041671,NA,0.0000000,0.0000000,1.0000000,0.0100203
289,1%,30%,NA,NA,NA,0.0000061,0.0000000,0.7987018,0.0055076,0.0106217,0.0000585,NA,0.0000000,0.0000000,0.9994981,0.0095820,-0.7647210,-0.0073275,NA,0.0000125,0.0000000,0.8950559,0.0109065,-0.4675900,-0.0050998,NA,0.0000000,0.0000000,1.0000000,0.0100348
290,1%,30%,NA,NA,NA,0.0000060,0.0000000,0.8040610,0.0055327,-1.9057756,-0.0105441,NA,0.0000247,0.0000000,0.7616351,0.0101766,-1.7344023,-0.0176504,NA,0.0000151,0.0000000,0.8731683,0.0108963,-0.5777952,-0.0062958,NA,0.0000001,0.0000000,1.0000000,0.0103426
291,1%,30%,NA,NA,NA,0.0000084,0.0000000,0.7239123,0.0055259,0.6970144,0.0038516,NA,0.0000000,0.0000000,0.9996099,0.0097046,-0.9336421,-0.0090606,NA,0.0000166,0.0000000,0.8619500,0.0109593,1.9029231,0.0208548,NA,0.0000000,0.0000000,1.0000000,0.0103004
292,1%,30%,NA,NA,NA,0.0000004,0.0000000,0.9888924,0.0056165,0.2150822,0.0012080,NA,0.0000205,0.0000000,0.8014929,0.0101504,-0.3092197,-0.0031387,NA,0.0000392,0.0000000,0.6722830,0.0109363,-0.1865151,-0.0020398,NA,0.0000000,0.0000000,1.0000000,0.0103425
293,1%,30%,NA,NA,NA,0.0000004,0.0000000,0.9869939,0.0056062,-0.7023574,-0.0039376,NA,0.0000234,0.0000000,0.7743382,0.0101914,-1.5890647,-0.0161948,NA,0.0000511,0.0000000,0.5710775,0.0109138,-0.5573529,-0.0060828,NA,0.0000000,0.0000000,1.0000000,0.0103023
294,1%,30%,NA,NA,NA,0.0000117,0.0000000,0.6112609,0.0054978,-0.5739890,-0.0031557,NA,0.0000279,0.0000000,0.7308320,0.0101817,0.2828643,0.0028800,NA,0.0000168,0.0000000,0.8586741,0.0109096,-0.6946201,-0.0075780,NA,0.0000000,0.0000000,1.0000000,0.0102716
295,1%,30%,NA,NA,NA,0.0000006,0.0000000,0.9822463,0.0055819,-0.1125547,-0.0006283,NA,0.0000342,0.0000000,0.6694770,0.0101757,-0.5762057,-0.0058633,NA,0.0000179,0.0000000,0.8501220,0.0109216,1.1900711,0.0129975,NA,0.0000000,0.0000000,1.0000000,0.0102470
296,1%,30%,NA,NA,NA,0.0000006,0.0000000,0.9800109,0.0055671,0.0101217,0.0000563,NA,0.0000001,0.0000000,0.9988061,0.0096777,1.2093881,0.0117041,NA,0.0000224,0.0000000,0.8132734,0.0109549,-1.4435278,-0.0158137,NA,0.0000000,0.0000000,1.0000000,0.0102205
297,1%,30%,NA,NA,NA,0.0000007,0.0000000,0.9787089,0.0055628,0.7934867,0.0044140,NA,0.0000000,0.0000000,0.9995589,0.0096214,-0.3631711,-0.0034942,NA,0.0000297,0.0000000,0.7516669,0.0109426,0.0931098,0.0010189,NA,0.0000000,0.0000000,1.0000000,0.0102107
298,1%,30%,NA,NA,NA,0.0000007,0.0000000,0.9777574,0.0055639,-0.9716279,-0.0054060,NA,0.0000000,0.0000000,0.9993933,0.0096326,-1.1202888,-0.0107913,NA,0.0000408,0.0000000,0.6601231,0.0109542,1.0434104,0.0114297,NA,0.0000000,0.0000000,1.0000000,0.0102500
299,1%,30%,NA,NA,NA,0.0000007,0.0000000,0.9767715,0.0055639,-0.9558427,-0.0053182,NA,0.0000000,0.0000000,0.9995184,0.0095717,-0.2957394,-0.0028307,NA,0.0000000,0.0000000,0.9996781,0.0105309,-1.0682053,-0.0112491,NA,0.0000000,0.0000000,1.0000000,0.0102255
300,1%,30%,NA,NA,NA,0.0000008,0.0000000,0.9747116,0.0055518,-0.1388749,-0.0007710,NA,0.0000000,0.0000000,0.9994816,0.0095364,-0.7615596,-0.0072625,NA,0.0000000,0.0000000,0.9996660,0.0105296,-1.0877846,-0.0114540,NA,0.0000000,0.0000000,1.0000000,0.0101937
301,1%,30%,NA,NA,NA,0.0000008,0.0000000,0.9728452,0.0055406,-0.2819787,-0.0015623,NA,0.0000000,0.0000000,0.9994560,0.0094861,-0.2719844,-0.0025801,NA,0.0000000,0.0000000,0.9996653,0.0105057,-0.7230266,-0.0075959,NA,0.0000000,0.0000000,1.0000000,0.0101852
302,1%,30%,NA,NA,NA,0.0000009,0.0000000,0.9723918,0.0055510,-1.2435189,-0.0069028,NA,0.0000000,0.0000000,0.9994908,0.0094571,0.0426858,0.0004037,NA,0.0000000,0.0000000,0.9996734,0.0105454,-1.3884244,-0.0146415,NA,0.0000000,0.0000000,1.0000000,0.0101544
303,1%,30%,NA,NA,NA,0.0000009,0.0000000,0.9702662,0.0055400,-0.1989903,-0.0011024,NA,0.0000000,0.0000000,0.9994926,0.0094729,1.2329208,0.0116794,NA,0.0000000,0.0000000,0.9997169,0.0105943,1.3247066,0.0140344,NA,0.0000000,0.0000000,1.0000000,0.0101745
304,1%,30%,NA,NA,NA,0.0000009,0.0000000,0.9723108,0.0055819,-1.9810968,-0.0110583,NA,0.0000000,0.0000000,0.9995124,0.0094957,-1.2293296,-0.0116733,NA,0.0000000,0.0000000,0.9997370,0.0106424,-1.4050517,-0.0149531,NA,0.0000000,0.0000000,1.0000000,0.0102222
305,1%,30%,NA,NA,NA,0.0000009,0.0000000,0.9698562,0.0055709,-0.1707988,-0.0009515,NA,0.0000000,0.0000000,0.9995375,0.0094669,0.3094061,0.0029291,NA,0.0000000,0.0000000,0.9997649,0.0106904,1.3716996,0.0146641,NA,0.0000000,0.0000000,1.0000000,0.0102450
306,1%,30%,NA,NA,NA,0.0000009,0.0000000,0.9703392,0.0055927,1.5830766,0.0088536,NA,0.0000005,0.0000000,0.9948631,0.0097317,2.3672200,0.0230371,NA,0.0000000,0.0000000,0.9997518,0.0106545,-0.5981587,-0.0063731,NA,0.0000000,0.0000000,1.0000000,0.0103010
307,1%,30%,NA,NA,NA,0.0000010,0.0000000,0.9684956,0.0055899,0.7896905,0.0044143,NA,0.0000006,0.0000000,0.9933360,0.0097615,1.2780340,0.0124755,NA,0.0000237,0.0000000,0.8016401,0.0109270,0.2880296,0.0031473,NA,0.0000000,0.0000000,1.0000000,0.0102638
308,1%,30%,NA,NA,NA,0.0000010,0.0000000,0.9678109,0.0056006,-1.2894069,-0.0072215,NA,0.0000006,0.0000000,0.9938572,0.0097319,-0.6604805,-0.0064277,NA,0.0000000,0.0000000,0.9997423,0.0105715,0.4267426,0.0045113,NA,0.0000000,0.0000000,1.0000000,0.0102249
309,1%,30%,NA,NA,NA,0.0000011,0.0000000,0.9653031,0.0055916,0.4092693,0.0022885,NA,0.0000006,0.0000000,0.9935184,0.0097181,0.9005071,0.0087512,NA,0.0000000,0.0000000,0.9997283,0.0105548,0.9065703,0.0095687,NA,0.0000000,0.0000000,1.0000000,0.0101894
310,1%,30%,NA,NA,NA,0.0000012,0.0000000,0.9627891,0.0055809,0.1695231,0.0009461,NA,0.0000005,0.0000000,0.9945790,0.0096586,0.0123128,0.0001189,NA,0.0000000,0.0000000,0.9997004,0.0105158,-0.6706149,-0.0070521,NA,0.0000464,0.0000000,0.5169428,0.0097968
311,1%,30%,NA,NA,NA,0.0000012,0.0000000,0.9607280,0.0055732,-0.5212939,-0.0029053,NA,0.0000004,0.0000000,0.9955550,0.0096003,-0.3379665,-0.0032446,NA,0.0000237,0.0000000,0.8032699,0.0109655,-2.2302353,-0.0244558,NA,0.0000000,0.0000000,1.0000000,0.0101327
312,1%,30%,NA,NA,NA,0.0000013,0.0000000,0.9592641,0.0055721,0.8750629,0.0048759,NA,0.0000000,0.0000000,0.9997697,0.0096082,0.3901838,0.0037490,NA,0.0000000,0.0000000,0.9998078,0.0107086,0.4516159,0.0048362,NA,0.0000000,0.0000000,1.0000000,0.0101108
313,1%,30%,NA,NA,NA,0.0000013,0.0000000,0.9585357,0.0055824,-1.2935309,-0.0072210,NA,0.0000000,0.0000000,0.9997367,0.0095545,-0.0656875,-0.0006276,NA,0.0000000,0.0000000,0.9997990,0.0106678,0.4328757,0.0046178,NA,0.0000000,0.0000000,1.0000000,0.0100610
314,1%,30%,NA,NA,NA,0.0000014,0.0000000,0.9565989,0.0055786,-0.7479710,-0.0041726,NA,0.0000000,0.0000000,0.9996994,0.0095010,0.2303454,0.0021885,NA,0.0000411,0.0000000,0.6545656,0.0109032,-0.2328258,-0.0025386,NA,0.0000000,0.0000000,1.0000000,0.0100862
315,1%,30%,NA,NA,NA,0.0000075,0.0000000,0.7580139,0.0055501,1.0784077,0.0059852,NA,0.0000000,0.0000000,0.9997310,0.0095835,1.6962880,0.0162563,NA,0.0000000,0.0000000,0.9997593,0.0105637,-0.1456203,-0.0015383,NA,0.0000100,0.0000000,0.8965777,0.0098547
316,1%,30%,NA,NA,NA,0.0000100,0.0000000,0.6729768,0.0055371,-0.0557231,-0.0003085,NA,0.0000133,0.0000000,0.8625070,0.0098311,-1.8850709,-0.0185323,NA,0.0000000,0.0000000,0.9997103,0.0104995,-0.2689084,-0.0028234,NA,0.0000132,0.0000000,0.8648456,0.0098724
317,1%,30%,NA,NA,NA,0.0000114,0.0000000,0.6287031,0.0055510,-1.6027276,-0.0088967,NA,0.0000220,0.0000000,0.7698000,0.0097831,0.1609097,0.0015742,NA,0.0000000,0.0000000,0.9996810,0.0104480,0.4042398,0.0042235,NA,0.0000161,0.0000000,0.8365086,0.0099133
318,1%,30%,NA,NA,NA,0.0000015,0.0000000,0.9530636,0.0056013,-1.2737872,-0.0071349,NA,0.0000047,0.0000000,0.9509147,0.0097900,-0.2213513,-0.0021670,NA,0.0000178,0.0000000,0.8480644,0.0108247,-1.0002195,-0.0108270,NA,0.0000227,0.0000000,0.7713202,0.0099609
319,1%,30%,NA,NA,NA,0.0000016,0.0000000,0.9493906,0.0055939,0.3875110,0.0021677,NA,0.0000050,0.0000000,0.9472938,0.0097742,-0.2890056,-0.0028248,NA,0.0000194,0.0000000,0.8333723,0.0108007,-0.0607025,-0.0006556,NA,0.0000216,0.0000000,0.7844063,0.0100032
320,1%,30%,NA,NA,NA,0.0000017,0.0000000,0.9471013,0.0056069,1.3339549,0.0074793,NA,0.0000050,0.0000000,0.9484900,0.0098446,2.0246957,0.0199323,NA,0.0000235,0.0000000,0.7994445,0.0108174,1.4024408,0.0151708,NA,0.0000184,0.0000000,0.8157101,0.0099838
321,1%,30%,NA,NA,NA,0.0000018,0.0000000,0.9420558,0.0056002,-0.3732323,-0.0020902,NA,0.0000054,0.0000000,0.9443298,0.0098316,-0.4330395,-0.0042575,NA,0.0000094,0.0000000,0.9198966,0.0108209,0.9450243,0.0102260,NA,0.0000229,0.0000000,0.7701240,0.0099796
322,1%,30%,NA,NA,NA,0.0000020,0.0000000,0.9364608,0.0055938,0.4047555,0.0022641,NA,0.0000059,0.0000000,0.9392969,0.0098257,-0.7076272,-0.0069529,NA,0.0000237,0.0000000,0.7964481,0.0107957,0.2140624,0.0023110,NA,0.0000317,0.0000000,0.6817772,0.0099767
323,1%,30%,NA,NA,NA,0.0000021,0.0000000,0.9321807,0.0056087,-1.3959894,-0.0078297,NA,0.0000063,0.0000000,0.9345413,0.0098265,-0.9149598,-0.0089909,NA,0.0000280,0.0000000,0.7583162,0.0107703,-0.0178614,-0.0001924,NA,0.0000443,0.0000000,0.5553424,0.0099800
324,1%,30%,NA,NA,NA,0.0000024,0.0000000,0.9250016,0.0056010,-0.2613152,-0.0014636,NA,0.0000068,0.0000000,0.9294830,0.0098256,-0.8674044,-0.0085228,NA,0.0000404,0.0000000,0.6497216,0.0107380,0.0939134,0.0010084,NA,0.0000066,0.0000000,0.9330923,0.0099213
325,1%,30%,NA,NA,NA,0.0000026,0.0000000,0.9170696,0.0055977,-0.6702552,-0.0037519,NA,0.0000074,0.0000000,0.9231046,0.0098378,-1.1583145,-0.0113952,NA,0.0000475,0.0000000,0.5863955,0.0107213,0.6730245,0.0072157,NA,0.0000075,0.0000000,0.9245072,0.0099842
326,1%,30%,NA,NA,NA,0.0000029,0.0000000,0.9086907,0.0055996,0.9591231,0.0053707,NA,0.0000085,0.0000000,0.9123963,0.0098253,0.3840444,0.0037734,NA,0.0000102,0.0000000,0.9112357,0.0107235,0.4294012,0.0046047,NA,0.0000080,0.0000000,0.9193110,0.0099594
327,1%,30%,NA,NA,NA,0.0000032,0.0000000,0.8995723,0.0056068,1.1848612,0.0066433,NA,0.0000097,0.0000000,0.8992566,0.0098344,1.0883135,0.0107030,NA,0.0000111,0.0000000,0.9027917,0.0107089,-0.4264370,-0.0045667,NA,0.0000085,0.0000000,0.9134584,0.0099347
328,1%,30%,NA,NA,NA,0.0000035,0.0000000,0.8870438,0.0056019,-0.6451433,-0.0036140,NA,0.0000119,0.0000000,0.8768833,0.0098285,0.6844624,0.0067272,NA,0.0000119,0.0000000,0.8963129,0.0107206,-1.1671142,-0.0125122,NA,0.0000094,0.0000000,0.9040811,0.0099173
329,1%,30%,NA,NA,NA,0.0000072,0.0000000,0.7699349,0.0055936,0.2097511,0.0011733,NA,0.0000193,0.0000000,0.8003294,0.0098241,0.7243681,0.0071163,NA,0.0000142,0.0000000,0.8761431,0.0107077,0.3627091,0.0038838,NA,0.0000106,0.0000000,0.8917992,0.0098940
330,1%,30%,NA,NA,NA,0.0000072,0.0000000,0.7712892,0.0056051,1.3315279,0.0074634,NA,0.0000276,0.0000000,0.7137107,0.0098173,-0.6007834,-0.0058981,NA,0.0000171,0.0000000,0.8510647,0.0107238,1.2097261,0.0129728,NA,0.0000118,0.0000000,0.8788935,0.0098711
331,1%,30%,NA,NA,NA,0.0000000,0.0000000,0.9996856,0.0053918,0.8091544,0.0043628,NA,0.0000268,0.0000000,0.7232272,0.0098482,1.5114353,0.0148849,NA,0.0000235,0.0000000,0.7947118,0.0107085,0.0403272,0.0004318,NA,0.0000123,0.0000000,0.8736114,0.0098491
332,1%,30%,NA,NA,NA,0.0000000,0.0000000,0.9996769,0.0053977,1.2013050,0.0064843,NA,0.0000000,0.0000000,0.9997849,0.0095876,0.1716104,0.0016453,NA,0.0000315,0.0000000,0.7256216,0.0107203,1.1318485,0.0121337,NA,0.0000136,0.0000000,0.8609885,0.0098937
333,1%,30%,NA,NA,NA,0.0000072,0.0000000,0.7707512,0.0055872,0.2152332,0.0012025,NA,0.0000000,0.0000000,0.9997791,0.0095799,0.9549995,0.0091488,NA,0.0000443,0.0000000,0.6132731,0.0107077,-0.3295586,-0.0035288,NA,0.0000152,0.0000000,0.8440991,0.0098878
334,1%,30%,NA,NA,NA,0.0000071,0.0000000,0.7704441,0.0055766,0.0889086,0.0004958,NA,0.0000254,0.0000000,0.7355222,0.0098065,0.9739003,0.0095506,NA,0.0000000,0.0000000,0.9994652,0.0099989,-0.0807769,-0.0008077,NA,0.0000159,0.0000000,0.8369475,0.0098811
335,1%,30%,NA,NA,NA,0.0000058,0.0000000,0.8144268,0.0055731,0.8195640,0.0045676,NA,0.0000130,0.0000000,0.8647292,0.0097885,0.4908536,0.0048047,NA,0.0000000,0.0000000,0.9994256,0.0099488,-0.5736961,-0.0057076,NA,0.0000174,0.0000000,0.8225566,0.0099094
