date,sigma,correl,corr.th,corr.ex,port.var,index.omega,index.alpha,index.beta,index.sigma,index.residual,index.return,index.var,X1.omega,X1.alpha,X1.beta,X1.sigma,X1.residual,X1.return,X1.var,X2.omega,X2.alpha,X2.beta,X2.sigma,X2.residual,X2.return,X2.var,X3.omega,X3.alpha,X3.beta,X3.sigma
453,1%,30%,NA,NA,NA,0.0000021,0.0000000,0.9383105,0.0058038,0.4981166,0.0028909,NA,0.0000000,0.0000000,1.0000000,0.0107676,-0.0841467,-0.0009061,NA,0.0000188,0.0447925,0.7813516,0.0100732,-1.0164880,-0.0102392,NA,0.0000015,0.0000000,0.9867869,0.0106797
454,1%,30%,NA,NA,NA,0.0000000,0.0000000,1.0000000,0.0058501,0.0726430,0.0004250,NA,0.0000000,0.0000000,1.0000000,0.0107198,0.3623036,0.0038838,NA,0.0000195,0.0455299,0.7747057,0.0101524,-1.1604238,-0.0117811,NA,0.0000270,0.0000000,0.7595495,0.0106061
455,1%,30%,NA,NA,NA,0.0000028,0.0000000,0.9157743,0.0057856,0.0493001,0.0002852,NA,0.0000000,0.0000000,1.0000000,0.0106708,-0.3062808,-0.0032683,NA,0.0000179,0.0446630,0.7890318,0.0102423,-0.0784627,-0.0008036,NA,0.0000269,0.0000000,0.7596318,0.0105851
456,1%,30%,NA,NA,NA,0.0000032,0.0000000,0.9040208,0.0057777,0.1420057,0.0008205,NA,0.0000187,0.0000000,0.8227096,0.0102758,0.1914600,0.0019674,NA,0.0000178,0.0457420,0.7884474,0.0100073,0.0844590,0.0008452,NA,0.0000268,0.0000000,0.7598654,0.0105636
457,1%,30%,NA,NA,NA,0.0000036,0.0000000,0.8924986,0.0057694,0.0234990,0.0001356,NA,0.0000191,0.0000000,0.8186883,0.0102553,-0.3158309,-0.0032389,NA,0.0000169,0.0471269,0.7942028,0.0097885,0.0658336,0.0006444,NA,0.0000251,0.0000000,0.7766969,0.0106003
458,1%,30%,NA,NA,NA,0.0000039,0.0000000,0.8834364,0.0057818,1.3266342,0.0076704,NA,0.0000213,0.0000000,0.7968958,0.0102292,0.2749387,0.0028124,NA,0.0000174,0.0461354,0.7914051,0.0096718,1.2088709,0.0116919,NA,0.0000316,0.0000000,0.7189132,0.0106101
459,1%,30%,NA,NA,NA,0.0000043,0.0000000,0.8725864,0.0057773,-0.5875690,-0.0033945,NA,0.0000261,0.0000000,0.7564380,0.0103444,-2.6128336,-0.0270282,NA,0.0000164,0.0454919,0.8006691,0.0098726,-1.2517658,-0.0123582,NA,0.0000411,0.0000000,0.6342762,0.0106028
460,1%,30%,NA,NA,NA,0.0000047,0.0000000,0.8599668,0.0057816,1.0283379,0.0059454,NA,0.0000000,0.0000000,1.0000000,0.0108502,-1.1836095,-0.0128424,NA,0.0000152,0.0459469,0.8108566,0.0100115,-0.3480175,-0.0034842,NA,0.0000546,0.0000000,0.5112689,0.0105728
461,1%,30%,NA,NA,NA,0.0000051,0.0000000,0.8483899,0.0057745,-0.3953959,-0.0022832,NA,0.0000383,0.0000000,0.6408378,0.0103324,-0.7711914,-0.0079683,NA,0.0000150,0.0467901,0.8114689,0.0098289,-1.1378560,-0.0111839,NA,0.0000021,0.0000000,0.9818335,0.0106541
462,1%,30%,NA,NA,NA,0.0000054,0.0000000,0.8374956,0.0057664,0.3008933,0.0017351,NA,0.0000200,0.0000000,0.8122306,0.0103253,0.2977630,0.0030745,NA,0.0000148,0.0471853,0.8117723,0.0099331,0.9000572,0.0089404,NA,0.0000022,0.0000000,0.9802308,0.0106367
463,1%,30%,NA,NA,NA,0.0000060,0.0000000,0.8188900,0.0057768,1.2229228,0.0070646,NA,0.0000000,0.0000000,1.0000000,0.0107836,0.8602426,0.0092765,NA,0.0000155,0.0409022,0.8100589,0.0099396,0.2795570,0.0027787,NA,0.0000012,0.0000000,0.9900073,0.0107889
464,1%,30%,NA,NA,NA,0.0000068,0.0000000,0.7951607,0.0057719,-0.4252263,-0.0024544,NA,0.0000000,0.0000000,1.0000000,0.0107605,0.2388954,0.0025706,NA,0.0000160,0.0383652,0.8069772,0.0097869,-0.2156739,-0.0021108,NA,0.0000014,0.0000000,0.9879615,0.0107596
465,1%,30%,NA,NA,NA,0.0000079,0.0000000,0.7654383,0.0057893,1.4423355,0.0083501,NA,0.0000001,0.0000000,0.9990978,0.0106954,0.2341454,0.0025043,NA,0.0000169,0.0385191,0.7967299,0.0096528,-0.1858507,-0.0017940,NA,0.0000006,0.0000000,0.9950951,0.0108548
466,1%,30%,NA,NA,NA,0.0000087,0.0000000,0.7423607,0.0058264,-1.9464338,-0.0113407,NA,0.0000000,0.0000000,1.0000000,0.0108855,-2.1262636,-0.0231455,NA,0.0000162,0.0416119,0.7998461,0.0094749,-0.6041613,-0.0057244,NA,0.0000279,0.0000000,0.7565776,0.0107123
467,1%,30%,NA,NA,NA,0.0000103,0.0000000,0.6965556,0.0058224,-0.5225874,-0.0030427,NA,0.0000000,0.0000000,1.0000000,0.0108387,-0.0763010,-0.0008270,NA,0.0000167,0.0418775,0.7935731,0.0094315,-0.2113297,-0.0019931,NA,0.0000009,0.0000000,0.9920470,0.0108260
468,1%,30%,NA,NA,NA,0.0000011,0.0000000,0.9667290,0.0057617,-0.9026092,-0.0052006,NA,0.0000000,0.0000000,1.0000000,0.0108033,-0.5951203,-0.0064292,NA,0.0000176,0.0387300,0.7881711,0.0094231,-1.3101803,-0.0123460,NA,0.0000280,0.0000000,0.7563456,0.0107152
469,1%,30%,NA,NA,NA,0.0000118,0.0000000,0.6527966,0.0058398,1.5556534,0.0090847,NA,0.0000000,0.0000000,1.0000000,0.0107512,0.2676021,0.0028770,NA,0.0000178,0.0384345,0.7857662,0.0096754,1.2320618,0.0119207,NA,0.0000279,0.0000000,0.7563616,0.0106979
470,1%,30%,NA,NA,NA,0.0000012,0.0000000,0.9627531,0.0057683,-0.5560414,-0.0032074,NA,0.0000001,0.0000000,0.9990153,0.0106980,0.4612195,0.0049341,NA,0.0000208,0.0400729,0.7547650,0.0098845,-0.7821642,-0.0077313,NA,0.0000221,0.0000000,0.8063861,0.0106862
471,1%,30%,NA,NA,NA,0.0000013,0.0000000,0.9609206,0.0057634,0.9233604,0.0053217,NA,0.0000004,0.0000000,0.9967064,0.0106283,-0.1160685,-0.0012336,NA,0.0000193,0.0400795,0.7681137,0.0098016,0.5141315,0.0050393,NA,0.0000280,0.0000000,0.7557816,0.0107121
472,1%,30%,NA,NA,NA,0.0000014,0.0000000,0.9573135,0.0057720,-1.3914532,-0.0080314,NA,0.0000006,0.0000000,0.9950317,0.0105821,-0.4901175,-0.0051865,NA,0.0000179,0.0420360,0.7794745,0.0096460,-0.7621715,-0.0073519,NA,0.0000280,0.0000000,0.7550830,0.0106904
473,1%,30%,NA,NA,NA,0.0000015,0.0000000,0.9548080,0.0057554,0.2364570,0.0013609,NA,0.0000005,0.0000000,0.9957171,0.0105971,-1.1655487,-0.0123515,NA,0.0000174,0.0420352,0.7829352,0.0095940,0.6275715,0.0060209,NA,0.0000247,0.0000000,0.7830696,0.0106720
474,1%,30%,NA,NA,NA,0.0000019,0.0000000,0.9437610,0.0058506,2.9320600,0.0171542,NA,0.0000002,0.0000000,0.9984842,0.0106953,1.5505829,0.0165840,NA,0.0000169,0.0410989,0.7875103,0.0095034,0.1327718,0.0012618,NA,0.0000294,0.0000000,0.7410557,0.0106643
475,1%,30%,NA,NA,NA,0.0000020,0.0000000,0.9405335,0.0058345,0.2365852,0.0013803,NA,0.0000005,0.0000000,0.9960501,0.0106258,-0.0346158,-0.0003678,NA,0.0000170,0.0448585,0.7815934,0.0093272,0.9482903,0.0088449,NA,0.0000021,0.0000000,0.9814170,0.0107432
476,1%,30%,NA,NA,NA,0.0000022,0.0000000,0.9360791,0.0058190,0.3366776,0.0019591,NA,0.0000006,0.0000000,0.9949967,0.0106020,0.7753943,0.0082207,NA,0.0000179,0.0403463,0.7756991,0.0094391,0.3939271,0.0037183,NA,0.0000025,0.0000000,0.9785177,0.0107141
477,1%,30%,NA,NA,NA,0.0000024,0.0000000,0.9289653,0.0058177,-1.1439132,-0.0066550,NA,0.0000007,0.0000000,0.9941400,0.0105795,-0.7967833,-0.0084295,NA,0.0000178,0.0454307,0.7714805,0.0092799,-0.6778468,-0.0062904,NA,0.0000026,0.0000000,0.9770502,0.0107047
478,1%,30%,NA,NA,NA,0.0000027,0.0000000,0.9196799,0.0057996,-0.0198477,-0.0001151,NA,0.0000236,0.0000000,0.7824507,0.0104175,1.4008863,0.0145937,NA,0.0000177,0.0396522,0.7776465,0.0093228,1.1215844,0.0104563,NA,0.0000025,0.0000000,0.9783157,0.0107333
479,1%,30%,NA,NA,NA,0.0000031,0.0000000,0.9066534,0.0057830,-0.3952046,-0.0022855,NA,0.0000324,0.0000000,0.7005401,0.0104044,-0.6923424,-0.0072034,NA,0.0000168,0.0376657,0.7876675,0.0094384,-0.5754473,-0.0054313,NA,0.0000408,0.0000000,0.6385731,0.0106262
480,1%,30%,NA,NA,NA,0.0000041,0.0000000,0.8769130,0.0057649,-0.5162803,-0.0029763,NA,0.0000413,0.0000000,0.6183323,0.0103968,1.0390690,0.0108030,NA,0.0000160,0.0372937,0.7950274,0.0093516,-0.6021857,-0.0056314,NA,0.0000464,0.0000000,0.5872362,0.0105992
481,1%,30%,NA,NA,NA,0.0000000,0.0000000,1.0000000,0.0059115,-0.5903658,-0.0034900,NA,0.0000009,0.0000000,0.9919591,0.0105716,-0.4192922,-0.0044326,NA,0.0000166,0.0440570,0.7821657,0.0092427,0.1885689,0.0017429,NA,0.0000034,0.0000000,0.9705037,0.0106887
482,1%,30%,NA,NA,NA,0.0000078,0.0000000,0.7622529,0.0057321,-0.0892900,-0.0005118,NA,0.0000009,0.0000000,0.9916480,0.0105690,-0.9843983,-0.0104041,NA,0.0000152,0.0448289,0.7954097,0.0090774,0.1443973,0.0013108,NA,0.0000038,0.0000000,0.9663430,0.0106729
483,1%,30%,NA,NA,NA,0.0000078,0.0000000,0.7618491,0.0057226,0.2426612,0.0013886,NA,0.0000011,0.0000000,0.9899042,0.0105409,0.5525312,0.0058242,NA,0.0000154,0.0430452,0.7950378,0.0090327,-1.2757014,-0.0115230,NA,0.0000044,0.0000000,0.9612290,0.0106597
484,1%,30%,NA,NA,NA,0.0000078,0.0000000,0.7605637,0.0057218,0.8896918,0.0050906,NA,0.0000013,0.0000000,0.9886191,0.0105235,0.7223944,0.0076021,NA,0.0000150,0.0435189,0.7989922,0.0092507,0.9053657,0.0083753,NA,0.0000050,0.0000000,0.9560036,0.0106583
485,1%,30%,NA,NA,NA,0.0000078,0.0000000,0.7621234,0.0057100,-0.1655940,-0.0009455,NA,0.0000010,0.0000000,0.9913174,0.0105775,-1.5491550,-0.0163861,NA,0.0000145,0.0446431,0.8026391,0.0092582,-0.7292232,-0.0067513,NA,0.0000060,0.0000000,0.9471205,0.0106385
486,1%,30%,NA,NA,NA,0.0000092,0.0000000,0.7218529,0.0057478,2.1245774,0.0122117,NA,0.0000004,0.0000000,0.9967435,0.0106828,1.7404456,0.0185929,NA,0.0000203,0.0426834,0.7489420,0.0094935,2.6183821,0.0248575,NA,0.0000067,0.0000000,0.9404702,0.0106417
487,1%,30%,NA,NA,NA,0.0000000,0.0000000,1.0000000,0.0058973,0.3220326,0.0018991,NA,0.0000007,0.0000000,0.9936587,0.0106238,-0.1353286,-0.0014377,NA,0.0000186,0.0360355,0.7720119,0.0105002,0.4557293,0.0047853,NA,0.0000078,0.0000000,0.9312617,0.0106250
488,1%,30%,NA,NA,NA,0.0000000,0.0000000,0.9988647,0.0058861,0.7338175,0.0043193,NA,0.0000010,0.0000000,0.9909394,0.0105793,-0.1705638,-0.0018044,NA,0.0000176,0.0325331,0.7845918,0.0101529,0.0914073,0.0009280,NA,0.0000087,0.0000000,0.9227987,0.0106143
489,1%,30%,NA,NA,NA,0.0000001,0.0000000,0.9980223,0.0058751,0.8736948,0.0051330,NA,0.0000013,0.0000000,0.9886595,0.0105478,0.3816563,0.0040256,NA,0.0000173,0.0320906,0.7876647,0.0099175,0.9508645,0.0094302,NA,0.0000089,0.0000000,0.9221802,0.0106704
490,1%,30%,NA,NA,NA,0.0000001,0.0000000,0.9965179,0.0058532,-0.6853254,-0.0040113,NA,0.0000012,0.0000000,0.9890181,0.0105577,-1.1290674,-0.0119204,NA,0.0000180,0.0331532,0.7787668,0.0098625,-0.0956097,-0.0009429,NA,0.0000103,0.0000000,0.9092451,0.0106590
491,1%,30%,NA,NA,NA,0.0000002,0.0000000,0.9940275,0.0058296,-0.4043082,-0.0023570,NA,0.0000297,0.0000000,0.7282275,0.0104480,-0.7710947,-0.0080564,NA,0.0000175,0.0324275,0.7839315,0.0096661,-0.5695234,-0.0055051,NA,0.0000123,0.0000000,0.8918493,0.0106710
492,1%,30%,NA,NA,NA,0.0000002,0.0000000,0.9930806,0.0058180,0.7929267,0.0046132,NA,0.0000319,0.0000000,0.7149162,0.0105831,2.6757148,0.0283173,NA,0.0000159,0.0351345,0.7971419,0.0095446,-0.0661158,-0.0006311,NA,0.0000147,0.0000000,0.8712090,0.0106773
493,1%,30%,NA,NA,NA,0.0000003,0.0000000,0.9913121,0.0057972,0.4450016,0.0025797,NA,0.0000330,0.0000000,0.7052911,0.0105812,-1.0283947,-0.0108817,NA,0.0000171,0.0371353,0.7814225,0.0093782,-0.2312926,-0.0021691,NA,0.0000173,0.0000000,0.8482692,0.0106651
494,1%,30%,NA,NA,NA,0.0000124,0.0000000,0.6183848,0.0057098,0.7308340,0.0041729,NA,0.0000424,0.0000000,0.6199421,0.0105562,0.7169418,0.0075682,NA,0.0000172,0.0368603,0.7815637,0.0092850,-1.0633492,-0.0098732,NA,0.0000203,0.0000000,0.8210504,0.0106616
495,1%,30%,NA,NA,NA,0.0000004,0.0000000,0.9890788,0.0057813,0.7777311,0.0044963,NA,0.0000000,0.0000000,1.0000000,0.0108505,0.9912658,0.0107557,NA,0.0000172,0.0337908,0.7871873,0.0094767,1.9701269,0.0186704,NA,0.0000267,0.0000000,0.7645274,0.0106447
496,1%,30%,NA,NA,NA,0.0000003,0.0000000,0.9914084,0.0058171,-1.5712621,-0.0091402,NA,0.0000000,0.0000000,1.0000000,0.0108356,-0.8057990,-0.0087313,NA,0.0000222,0.0417728,0.7302260,0.0101397,-1.9313752,-0.0195836,NA,0.0000219,0.0000000,0.8076974,0.0106823
497,1%,30%,NA,NA,NA,0.0000004,0.0000000,0.9891087,0.0057948,-0.0233147,-0.0001351,NA,0.0000000,0.0000000,1.0000000,0.0108079,-0.7377258,-0.0079732,NA,0.0000890,0.0893625,0.0000000,0.0111019,-1.6411719,-0.0182202,NA,0.0000285,0.0000000,0.7505393,0.0106928
498,1%,30%,NA,NA,NA,0.0000004,0.0000000,0.9887087,0.0057923,0.9552454,0.0055330,NA,0.0000000,0.0000000,1.0000000,0.0107796,0.7570149,0.0081603,NA,0.0000894,0.0840174,0.0000000,0.0108296,-0.4025957,-0.0043599,NA,0.0000380,0.0000000,0.6687127,0.0107107
499,1%,30%,NA,NA,NA,0.0000003,0.0000000,0.9900565,0.0058062,-1.3176893,-0.0076507,NA,0.0000000,0.0000000,1.0000000,0.0107756,-1.0259807,-0.0110555,NA,0.0000901,0.0811660,0.0000000,0.0095746,-1.5456889,-0.0147994,NA,0.0000520,0.0000000,0.5507837,0.0107560
500,1%,30%,NA,NA,NA,0.0000004,0.0000000,0.9877377,0.0057880,0.1663691,0.0009629,NA,0.0000004,0.0000000,0.9964902,0.0107136,-0.5138214,-0.0055049,NA,0.0000906,0.0759548,0.0000000,0.0103534,-0.2330328,-0.0024127,NA,0.0000000,0.0000000,0.9997648,0.0104351
501,1%,30%,NA,NA,NA,0.0000001,0.0000000,0.9982501,0.0058823,2.1556339,0.0126800,NA,0.0000000,0.0000000,1.0000000,0.0108644,1.9222014,0.0208836,NA,0.0000245,0.0476418,0.7076867,0.0102964,1.8085931,0.0186220,NA,0.0000000,0.0000000,0.9997538,0.0104238
502,1%,30%,NA,NA,NA,0.0000073,0.0000000,0.7811302,0.0057786,0.1001871,0.0005789,NA,0.0000274,0.0000000,0.7595885,0.0106778,1.1818610,0.0126196,NA,0.0000254,0.0442309,0.7004274,0.0106935,0.3229038,0.0034530,NA,0.0000000,0.0000000,0.9997084,0.0103600
503,1%,30%,NA,NA,NA,0.0000073,0.0000000,0.7809118,0.0057701,-0.2166723,-0.0012502,NA,0.0000354,0.0000000,0.6895139,0.0106844,0.9864830,0.0105400,NA,0.0000293,0.0446558,0.6609041,0.0102269,-0.5654225,-0.0057825,NA,0.0000000,0.0000000,0.9997874,0.0104121
504,1%,30%,NA,NA,NA,0.0000041,0.0000000,0.8757276,0.0057745,-1.2168169,-0.0070265,NA,0.0000252,0.0000000,0.7827478,0.0107632,-2.1109526,-0.0227205,NA,0.0000273,0.0424526,0.6840741,0.0100481,-1.2934483,-0.0129967,NA,0.0000000,0.0000000,0.9997477,0.0103671
505,1%,30%,NA,NA,NA,0.0000047,0.0000000,0.8596137,0.0057609,-0.0478515,-0.0002757,NA,0.0000144,0.0000000,0.8760628,0.0107611,-1.0757481,-0.0115762,NA,0.0000295,0.0429581,0.6607376,0.0101468,0.3965806,0.0040240,NA,0.0000000,0.0000000,0.9997037,0.0103086
506,1%,30%,NA,NA,NA,0.0000072,0.0000000,0.7826675,0.0057616,1.2167408,0.0070104,NA,0.0000150,0.0000000,0.8697721,0.0107374,-0.1884209,-0.0020232,NA,0.0000316,0.0428923,0.6405623,0.0099053,-0.9162592,-0.0090758,NA,0.0000267,0.0000000,0.7645908,0.0106437
507,1%,30%,NA,NA,NA,0.0000004,0.0000000,0.9880876,0.0058079,0.3967467,0.0023043,NA,0.0000157,0.0000000,0.8633321,0.0107149,0.3011500,0.0032268,NA,0.0000351,0.0446874,0.6023311,0.0098729,-0.0128382,-0.0001268,NA,0.0000196,0.0000000,0.8262855,0.0106243
508,1%,30%,NA,NA,NA,0.0000002,0.0000000,0.9927729,0.0058484,-1.6939136,-0.0099068,NA,0.0000183,0.0000000,0.8397220,0.0106934,-0.5455673,-0.0058340,NA,0.0000379,0.0468155,0.5723096,0.0096689,-0.5365670,-0.0051880,NA,0.0000311,0.0000000,0.7242607,0.0106220
509,1%,30%,NA,NA,NA,0.0000073,0.0000000,0.7818474,0.0057794,-0.9326818,-0.0053903,NA,0.0000261,0.0000000,0.7711477,0.0106880,-1.1194511,-0.0119647,NA,0.0000390,0.0493656,0.5570480,0.0096016,-0.3904064,-0.0037485,NA,0.0000502,0.0000000,0.5548283,0.0106148
510,1%,30%,NA,NA,NA,0.0000095,0.0000000,0.7144227,0.0057742,0.5855628,0.0033812,NA,0.0000000,0.0000000,1.0000000,0.0109828,1.2330458,0.0135423,NA,0.0000446,0.0557535,0.4937888,0.0095203,0.5630854,0.0053607,NA,0.0000000,0.0000000,0.9997204,0.0102403
511,1%,30%,NA,NA,NA,0.0000043,0.0000000,0.8700620,0.0057698,-0.8264085,-0.0047682,NA,0.0000221,0.0000000,0.8064021,0.0106900,0.8167492,0.0087310,NA,0.0000393,0.0607183,0.5410315,0.0094432,-0.3620437,-0.0034188,NA,0.0000000,0.0000000,0.9996680,0.0101737
512,1%,30%,NA,NA,NA,0.0000115,0.0000000,0.6541175,0.0057661,-0.7287010,-0.0042018,NA,0.0000000,0.0000000,1.0000000,0.0110484,-1.5962172,-0.0176357,NA,0.0000381,0.0581239,0.5560915,0.0094129,-0.8847687,-0.0083282,NA,0.0000460,0.0000000,0.5926529,0.0106218
513,1%,30%,NA,NA,NA,0.0000044,0.0000000,0.8670409,0.0057760,1.4167909,0.0081834,NA,0.0000501,0.0000000,0.5633483,0.0107135,0.7839208,0.0083986,NA,0.0000348,0.0566696,0.5905028,0.0095294,0.4689582,0.0044689,NA,0.0000000,0.0000000,0.9998190,0.0104100
514,1%,30%,NA,NA,NA,0.0000046,0.0000000,0.8624790,0.0057746,-0.9782868,-0.0056492,NA,0.0000000,0.0000000,1.0000000,0.0109958,-0.5182742,-0.0056988,NA,0.0000349,0.0578510,0.5888208,0.0094581,0.8504836,0.0080439,NA,0.0000000,0.0000000,0.9997724,0.0103525
515,1%,30%,NA,NA,NA,0.0000048,0.0000000,0.8546808,0.0057770,1.1502299,0.0066449,NA,0.0000000,0.0000000,1.0000000,0.0111459,1.9347923,0.0215651,NA,0.0000322,0.0581115,0.6147040,0.0095052,0.2384296,0.0022663,NA,0.0000000,0.0000000,0.9997396,0.0102991
516,1%,30%,NA,NA,NA,0.0000054,0.0000000,0.8366726,0.0057666,-0.6286992,-0.0036255,NA,0.0000000,0.0000000,1.0000000,0.0111325,0.8571773,0.0095425,NA,0.0000507,0.0468270,0.4522360,0.0097309,-2.7343229,-0.0266075,NA,0.0000396,0.0000000,0.6450831,0.0105613
517,1%,30%,NA,NA,NA,0.0000079,0.0000000,0.7610742,0.0057490,-0.3392031,-0.0019501,NA,0.0000000,0.0000000,1.0000000,0.0110758,-0.0219101,-0.0002427,NA,0.0000433,0.0375859,0.5333602,0.0109782,-0.3613357,-0.0039668,NA,0.0000130,0.0000000,0.8831182,0.0105477
518,1%,30%,NA,NA,NA,0.0000079,0.0000000,0.7616928,0.0057435,-0.6617406,-0.0038007,NA,0.0000265,0.0000000,0.7716645,0.0107640,-0.9449307,-0.0101713,NA,0.0000504,0.0385049,0.4593117,0.0103301,0.4586829,0.0047383,NA,0.0000176,0.0000000,0.8411490,0.0105346
519,1%,30%,NA,NA,NA,0.0000079,0.0000000,0.7610871,0.0057338,0.4201859,0.0024093,NA,0.0000000,0.0000000,1.0000000,0.0110570,0.7064243,0.0078110,NA,0.0000952,0.0504954,0.0000000,0.0098153,0.5490354,0.0053889,NA,0.0000229,0.0000000,0.7932906,0.0105211
520,1%,30%,NA,NA,NA,0.0000006,0.0000000,0.9818765,0.0057929,0.9559562,0.0055377,NA,0.0000000,0.0000000,1.0000000,0.0111517,1.6812081,0.0187484,NA,0.0000944,0.0533113,0.0000000,0.0097964,0.6179785,0.0060540,NA,0.0000244,0.0000000,0.7793591,0.0105075
521,1%,30%,NA,NA,NA,0.0000077,0.0000000,0.7657438,0.0057289,-0.7940304,-0.0045489,NA,0.0000000,0.0000000,1.0000000,0.0111185,-0.6752283,-0.0075075,NA,0.0000952,0.0517604,0.0000000,0.0098526,1.2539252,0.0123544,NA,0.0000324,0.0000000,0.7070029,0.0105146
522,1%,30%,NA,NA,NA,0.0000080,0.0000000,0.7570597,0.0057217,0.5297854,0.0030313,NA,0.0000000,0.0000000,1.0000000,0.0110724,0.4550885,0.0050389,NA,0.0000952,0.0492419,0.0000000,0.0101363,-0.4139320,-0.0041957,NA,0.0000000,0.0000000,0.9996578,0.0100689
523,1%,30%,NA,NA,NA,0.0000086,0.0000000,0.7381985,0.0057152,0.7605561,0.0043467,NA,0.0000266,0.0000000,0.7717244,0.0107963,0.7503875,0.0081014,NA,0.0000951,0.0521077,0.0000000,0.0097986,0.6974059,0.0068336,NA,0.0000368,0.0000000,0.6653058,0.0104903
524,1%,30%,NA,NA,NA,0.0000105,0.0000000,0.6905950,0.0058331,-3.3323267,-0.0194379,NA,0.0000254,0.0000000,0.7842686,0.0108439,-1.7411845,-0.0188811,NA,0.0000964,0.0484347,0.0000000,0.0099308,-1.9149085,-0.0190165,NA,0.0000000,0.0000000,0.9996914,0.0101301
525,1%,30%,NA,NA,NA,0.0000146,0.0000000,0.5677538,0.0058153,0.4454143,0.0025902,NA,0.0000253,0.0000000,0.7846209,0.0108328,0.7782683,0.0084308,NA,0.0000406,0.0281518,0.5663335,0.0102957,-0.2412585,-0.0024839,NA,0.0000000,0.0000000,0.9996564,0.0100982
526,1%,30%,NA,NA,NA,0.0000000,0.0000000,1.0000000,0.0060571,-1.6832067,-0.0101954,NA,0.0000000,0.0000000,1.0000000,0.0112150,-1.5950817,-0.0178888,NA,0.0000349,0.0242695,0.6288662,0.0100586,-1.5967222,-0.0160609,NA,0.0000000,0.0000000,0.9996425,0.0100698
527,1%,30%,NA,NA,NA,0.0000000,0.0000000,1.0000000,0.0060373,0.6357799,0.0038384,NA,0.0000253,0.0000000,0.7851409,0.0108492,-0.0775340,-0.0008412,NA,0.0000958,0.0501553,0.0000000,0.0104284,-0.5381680,-0.0056122,NA,0.0000000,0.0000000,0.9995940,0.0100121
528,1%,30%,NA,NA,NA,0.0000000,0.0000000,1.0000000,0.0060227,-0.5272575,-0.0031755,NA,0.0000266,0.0000000,0.7729254,0.0108263,-0.0834433,-0.0009034,NA,0.0000927,0.0605844,0.0000000,0.0097277,-0.0272357,-0.0002649,NA,0.0000250,0.0000000,0.7709940,0.0104380
529,1%,30%,NA,NA,NA,0.0000000,0.0000000,1.0000000,0.0059910,0.0071762,0.0000430,NA,0.0000267,0.0000000,0.7716400,0.0108167,0.7524173,0.0081386,NA,0.0000931,0.0592768,0.0000000,0.0096465,0.7412467,0.0071504,NA,0.0000240,0.0000000,0.7799722,0.0104544
530,1%,30%,NA,NA,NA,0.0000000,0.0000000,1.0000000,0.0060193,1.4489067,0.0087214,NA,0.0000254,0.0000000,0.7827176,0.0108033,0.5519201,0.0059626,NA,0.0000931,0.0586301,0.0000000,0.0098025,0.1644589,0.0016121,NA,0.0000000,0.0000000,0.9996340,0.0099810
531,1%,30%,NA,NA,NA,0.0000000,0.0000000,1.0000000,0.0059893,-0.2815162,-0.0016861,NA,0.0000268,0.0000000,0.7713612,0.0108183,-1.3589906,-0.0147020,NA,0.0000938,0.0558872,0.0000000,0.0096932,-1.2236875,-0.0118615,NA,0.0000000,0.0000000,0.9995822,0.0099179
532,1%,30%,NA,NA,NA,0.0000000,0.0000000,1.0000000,0.0060537,-1.8294012,-0.0110747,NA,0.0000315,0.0000000,0.7302495,0.0107998,0.4487243,0.0048461,NA,0.0000946,0.0554690,0.0000000,0.0101171,-1.3976626,-0.0141403,NA,0.0000346,0.0000000,0.6792961,0.0103862
533,1%,30%,NA,NA,NA,0.0000000,0.0000000,1.0000000,0.0060418,-0.7724536,-0.0046670,NA,0.0000000,0.0000000,1.0000000,0.0110215,0.2571163,0.0028338,NA,0.0000949,0.0562904,0.0000000,0.0103053,1.1207842,0.0115500,NA,0.0000000,0.0000000,0.9995847,0.0098579
534,1%,30%,NA,NA,NA,0.0000000,0.0000000,1.0000000,0.0060178,-0.3554658,-0.0021391,NA,0.0000000,0.0000000,1.0000000,0.0109761,0.1948019,0.0021382,NA,0.0000948,0.0552195,0.0000000,0.0101083,-0.4779241,-0.0048310,NA,0.0000000,0.0000000,0.9995514,0.0098114
535,1%,30%,NA,NA,NA,0.0000000,0.0000000,1.0000000,0.0059897,-0.0487866,-0.0002922,NA,0.0000000,0.0000000,1.0000000,0.0109706,1.0229325,0.0112222,NA,0.0000943,0.0574684,0.0000000,0.0097783,-0.3543112,-0.0034646,NA,0.0000000,0.0000000,0.9995445,0.0097808
536,1%,30%,NA,NA,NA,0.0000000,0.0000000,1.0000000,0.0059839,0.9580471,0.0057328,NA,0.0000263,0.0000000,0.7722299,0.0107467,0.1035615,0.0011129,NA,0.0000925,0.0636374,0.0000000,0.0096581,-0.9828301,-0.0094923,NA,0.0000000,0.0000000,0.9995743,0.0098713
537,1%,30%,NA,NA,NA,0.0000137,0.0000000,0.6004032,0.0058596,-0.3551493,-0.0020810,NA,0.0000300,0.0000000,0.7403728,0.0107473,-1.0695341,-0.0114946,NA,0.0000927,0.0613431,0.0000000,0.0099130,-0.2673965,-0.0026507,NA,0.0000103,0.0000000,0.9034389,0.0103409
