Date,Open,High,Low,Close,Adj Close,Volume
1999-12-27,22.625000,23.468750,22.625000,23.218750,11.160241,3487600
1999-12-28,23.218750,24.031250,23.187500,23.781250,11.430608,3093600
1999-12-29,23.781250,24.031250,23.125000,23.250000,11.175259,3186400
1999-12-30,23.250000,23.781250,22.937500,23.000000,11.055092,2714800
1999-12-31,23.000000,23.718750,22.843750,23.531250,11.310442,1525600
2000-01-03,23.843750,24.500000,23.843750,24.312500,11.685953,5055000
2000-01-04,24.312500,24.875000,24.000000,24.000000,11.535748,6181400
2000-01-05,24.000000,25.093750,24.000000,24.562500,11.806119,6398600
2000-01-06,25.281250,26.125000,25.281250,25.812500,12.406937,5140600
2000-01-07,26.375000,27.562500,26.375000,26.656250,12.812489,6360200
2000-01-10,26.656250,27.281250,25.750000,25.781250,12.391917,3682200
2000-01-11,25.781250,26.593750,25.375000,25.375000,12.196648,3945600
2000-01-12,25.562500,26.156250,25.562500,25.812500,12.406937,3401000
2000-01-13,26.031250,26.687500,26.031250,26.093750,12.542119,3129400
2000-01-14,26.093750,26.437500,25.937500,25.968750,12.482041,3044400
2000-01-18,25.875000,25.875000,24.937500,24.968750,12.153483,4054200
2000-01-19,24.968750,25.343750,24.656250,24.656250,12.001376,3424600
2000-01-20,24.656250,24.968750,23.531250,23.562500,11.468998,4279200
2000-01-21,23.562500,23.968750,22.812500,23.687500,11.529840,5000000
2000-01-24,23.625000,23.625000,22.531250,22.656250,11.027882,5385600
2000-01-25,22.500000,22.500000,21.281250,21.812500,10.617188,6084200
2000-01-26,21.812500,22.843750,21.687500,22.468750,10.936617,4188200
2000-01-27,22.468750,22.781250,22.000000,22.281250,10.845351,3340800
2000-01-28,22.281250,22.593750,21.750000,21.750000,10.586766,4851600
2000-01-31,21.750000,21.968750,21.218750,21.218750,10.328185,3677000
2000-02-01,21.375000,22.031250,21.375000,21.593750,10.510711,2930200
2000-02-02,21.593750,22.375000,21.437500,21.718750,10.571557,2933600
2000-02-03,21.625000,21.625000,21.062500,21.156250,10.297762,4343400
2000-02-04,21.156250,21.406250,20.625000,21.156250,10.297762,4122000
2000-02-07,20.906250,20.906250,20.375000,20.625000,10.039176,4089800
2000-02-08,20.625000,20.750000,20.000000,20.500000,9.978329,5848400
2000-02-09,20.500000,20.593750,19.562500,19.562500,9.522002,5934800
2000-02-10,19.562500,19.781250,18.812500,19.031250,9.263420,5807400
2000-02-11,18.937500,18.937500,17.437500,18.000000,8.761465,11944800
2000-02-14,18.125000,19.468750,18.125000,19.312500,9.400318,6787800
2000-02-15,19.312500,20.375000,19.312500,20.000000,9.734955,6048200
2000-02-16,20.000000,20.312500,19.406250,19.593750,9.537213,3881400
2000-02-17,19.562500,19.562500,18.843750,19.343750,9.415528,3824200
2000-02-18,19.187500,19.187500,18.687500,18.843750,9.172155,3017800
2000-02-22,18.843750,19.437500,18.750000,19.156250,9.324265,4028800
2000-02-23,19.156250,19.343750,18.593750,18.906250,9.202579,4894400
2000-02-24,18.906250,18.937500,18.125000,18.125000,8.822304,4488200
2000-02-25,18.125000,18.750000,17.937500,18.000000,8.761465,4139800
2000-02-28,18.000000,18.312500,17.687500,17.781250,8.654986,3319200
2000-02-29,17.781250,18.218750,17.500000,17.531250,8.533298,4805800
2000-03-01,17.531250,17.906250,17.437500,17.437500,8.487667,4841600
2000-03-02,17.437500,17.500000,17.093750,17.218750,8.381188,3956000
2000-03-03,17.250000,18.656250,17.250000,18.187500,8.852727,4805800
2000-03-06,18.218750,19.000000,18.218750,18.343750,8.928781,5260400
2000-03-07,18.250000,18.250000,16.750000,16.906250,8.229081,8780800
2000-03-08,17.312500,18.218750,17.312500,17.468750,8.502879,5772000
2000-03-09,17.468750,17.687500,17.125000,17.625000,8.578930,4904400
2000-03-10,17.625000,18.375000,17.406250,17.843750,8.685409,5335400
2000-03-13,17.843750,18.062500,17.500000,17.812500,8.670193,3304800
2000-03-14,17.875000,18.593750,17.875000,17.906250,8.715829,6545400
2000-03-15,17.906250,19.531250,17.812500,19.125000,9.309055,6827400
2000-03-16,19.468750,20.812500,19.468750,20.343750,9.902274,7723400
2000-03-17,20.156250,20.156250,19.531250,19.812500,9.643694,4798800
2000-03-20,19.812500,20.281250,19.218750,19.250000,9.369897,4407600
2000-03-21,19.250000,20.031250,19.218750,19.906250,9.689325,3065800
2000-03-22,19.812500,19.812500,19.375000,19.468750,9.476373,2487200
2000-03-23,19.625000,20.093750,19.625000,19.781250,9.628485,3596000
2000-03-24,19.781250,20.000000,19.625000,19.750000,9.613276,2277600
2000-03-27,19.750000,20.312500,19.500000,19.531250,9.506796,2241200
2000-03-28,19.531250,19.562500,19.156250,19.156250,9.324265,2619200
2000-03-29,19.156250,19.781250,18.843750,19.500000,9.491587,3778000
2000-03-30,19.500000,20.656250,19.437500,20.375000,9.917488,4877800
2000-03-31,20.375000,20.562500,19.656250,19.718750,9.598060,4850400
2000-04-03,19.718750,21.125000,19.718750,20.937500,10.191280,4664200
2000-04-04,20.937500,22.062500,20.437500,21.718750,10.571557,7259000
2000-04-05,21.718750,21.937500,21.125000,21.218750,10.328185,3759200
2000-04-06,21.218750,21.812500,21.125000,21.156250,10.297762,2104800
2000-04-07,21.156250,21.218750,20.625000,20.687500,10.069598,2937400
2000-04-10,20.687500,21.062500,20.562500,20.718750,10.084805,1890600
2000-04-11,20.812500,21.625000,20.812500,21.031250,10.236917,3531600
2000-04-12,21.375000,22.375000,21.375000,21.718750,10.571557,4224400
2000-04-13,21.718750,22.437500,20.906250,21.000000,10.221709,4334200
2000-04-14,21.000000,21.000000,20.093750,20.250000,9.856645,4287000
2000-04-17,20.250000,21.218750,20.125000,20.468750,9.963120,3754200
2000-04-18,20.468750,21.750000,19.687500,20.125000,9.795802,9957200
2000-04-19,19.468750,19.468750,18.500000,18.812500,9.307247,8557000
2000-04-20,18.812500,19.156250,18.750000,19.000000,9.400011,4924600
2000-04-24,19.093750,19.562500,19.093750,19.500000,9.647377,3312200
2000-04-25,19.500000,20.250000,19.500000,20.062500,9.925668,4381400
2000-04-26,20.062500,20.343750,19.750000,19.875000,9.832911,4544400
2000-04-27,19.875000,20.218750,19.468750,20.062500,9.925668,2903600
2000-04-28,20.062500,20.500000,19.625000,19.718750,9.755603,3741600
